Movie_ID,Title,Genre,Release_Year,Duration_Minutes,Budget_Million_USD,Box_Office_Million_USD,Director_Popularity_Score,Cast_Popularity_Score,User_ID,Age,Gender,Country,Subscription_Type,Rating,Review_Sentiment,Watch_Time_Minutes,Rewatch,Review_Length_Words,Timestamp
802,Film_802,Horror,1984,101,143.68,182.72,7.6,1.4,659,42,Female,France,Standard,3.5,Neutral,76,No,245,2023-04-04
750,Film_750,Comedy,2015,112,16.77,88.39,5.2,6.8,3159,22,Male,UK,Standard,4.0,Positive,48,Yes,190,2024-08-30
769,Film_769,Sci-Fi,2007,111,100.1,360.48,9.5,6.2,1115,22,Female,Japan,Free,3.5,Neutral,96,No,69,2024-02-21
168,Film_168,Drama,2014,166,211.99,135.25,1.6,3.9,4013,60,Male,France,Free,4.0,Positive,143,No,241,2023-03-16
413,Film_413,Documentary,2003,143,36.28,74.18,6.2,7.6,828,38,Non-binary,Germany,Free,4.0,Positive,41,No,117,2024-11-25
525,Film_525,Sci-Fi,2004,165,18.1,95.07,3.7,1.9,2426,42,Male,India,Premium,4.0,Positive,157,No,56,2025-04-30
506,Film_506,Documentary,2015,132,27.35,84.9,8.1,8.1,243,70,Male,Germany,Standard,3.5,Neutral,116,No,225,2023-08-23
843,Film_843,Action,1986,125,206.36,774.78,7.3,1.7,4946,29,Female,UK,Standard,5.0,Positive,118,No,49,2023-05-12
804,Film_804,Comedy,2018,146,145.01,569.26,3.3,4.6,3241,48,Female,Germany,Standard,5.0,Positive,32,No,209,2023-12-14
190,Film_190,Thriller,2023,124,223.33,654.36,9.7,1.4,604,66,Male,USA,Free,5.0,Positive,78,No,18,2023-05-23
415,Film_415,Drama,1991,153,116.64,389.62,9.6,9.0,3684,70,Female,Canada,Premium,4.5,Positive,87,No,64,2023-06-27
540,Film_540,Drama,1988,112,71.38,96.89,4.7,6.4,2879,54,Non-binary,Japan,Standard,3.0,Neutral,39,No,60,2025-03-08
242,Film_242,Action,1990,164,208.15,648.21,7.7,4.5,1115,50,Female,UK,Premium,4.5,Positive,162,No,106,2025-02-09
437,Film_437,Documentary,2025,80,61.02,217.28,9.6,6.5,3736,54,Female,Canada,Free,5.0,Positive,55,Yes,166,2024-03-13
118,Film_118,Drama,1996,126,161.64,677.56,4.8,8.1,870,67,Female,India,Premium,5.0,Positive,79,No,102,2025-04-29
798,Film_798,Thriller,2012,167,133.28,494.08,9.2,3.7,1458,44,Male,UK,Standard,5.0,Positive,46,No,88,2025-09-10
69,Film_69,Sci-Fi,1990,102,39.01,139.44,2.2,2.4,2693,23,Female,France,Free,3.0,Neutral,96,No,159,2023-04-03
672,Film_672,Drama,2001,100,92.22,425.33,5.9,5.8,2069,68,Male,France,Standard,4.0,Positive,55,No,51,2023-05-01
214,Film_214,Sci-Fi,1980,87,56.29,143.86,7.7,2.7,2386,47,Male,Japan,Free,3.5,,53,No,134,2023-12-31
666,Film_666,Romance,2024,97,64.41,119.31,5.0,5.8,4721,68,Female,Australia,Premium,4.0,Positive,73,No,29,2023-05-25
525,Film_525,Drama,2015,165,110.76,124.59,6.3,7.7,3383,42,Female,Canada,Standard,3.5,Neutral,88,No,113,2025-08-23
741,Film_741,Horror,1983,173,47.48,,2.7,3.6,3548,50,Male,France,Free,3.5,Neutral,65,No,156,2023-08-11
6,Film_6,Action,2009,130,136.08,367.75,8.4,,567,45,Female,Australia,Premium,5.0,Positive,97,No,23,2024-12-24
225,Film_225,Drama,2016,90,150.5,345.65,9.4,3.9,4727,66,Female,USA,Standard,3.5,Neutral,31,No,17,2023-06-17
642,Film_642,Sci-Fi,2003,117,232.73,997.11,4.7,4.1,1719,18,Male,USA,Standard,5.0,Positive,64,Yes,5,2023-10-23
320,Film_320,Comedy,2000,116,133.15,290.23,8.3,7.0,3065,46,Male,USA,Standard,5.0,Positive,68,No,108,2024-06-09
800,Film_800,Drama,2012,145,157.94,172.88,5.9,,3862,55,Female,Australia,Standard,4.5,Positive,93,No,248,2023-01-15
623,Film_623,Documentary,2012,106,144.62,576.77,7.7,1.3,2135,47,Female,Germany,Premium,5.0,Positive,60,No,51,2023-08-16
877,Film_877,Comedy,2006,174,180.46,,6.4,6.1,3328,25,Male,Australia,Standard,4.5,,119,No,50,2023-12-29
396,Film_396,Animation,2022,155,198.57,135.88,1.9,9.3,2365,30,Male,UK,Standard,4.0,Positive,38,No,55,2023-01-29
462,Film_462,Drama,2005,115,218.12,619.86,2.1,9.3,3467,58,Female,Australia,Free,5.0,Positive,38,Yes,206,2024-03-11
313,Film_313,Thriller,1981,86,115.79,179.3,4.1,7.6,4312,43,Male,Australia,Standard,4.0,Positive,36,No,184,2024-12-10
501,Film_501,Documentary,1996,163,215.85,634.76,5.1,6.0,4480,60,Female,Germany,Free,4.5,Positive,152,No,188,2024-12-23
318,Film_318,Animation,1998,97,134.27,397.24,3.6,7.4,2179,47,Male,France,Standard,2.5,Negative,33,No,133,2023-09-21
925,Film_925,Documentary,2012,166,217.41,509.74,9.8,8.6,4250,56,Female,UK,Free,5.0,Positive,101,Yes,58,2025-01-30
239,Film_239,Action,2011,167,208.4,481.27,7.5,8.7,3400,20,Female,Germany,Free,5.0,Positive,36,No,78,2025-02-13
673,Film_673,Drama,1981,80,68.56,153.64,8.4,4.1,2298,38,Male,France,Premium,4.0,Positive,67,No,226,2025-06-23
226,Film_226,Animation,2025,166,10.5,38.72,8.2,4.8,3677,39,Female,USA,Premium,4.0,Positive,51,No,239,2024-05-08
4,Film_4,Thriller,1997,164,21.46,68.92,8.3,5.5,541,46,Male,Australia,Standard,4.0,Positive,115,No,217,2023-01-27
825,Film_825,Romance,1986,89,98.87,288.57,9.2,4.8,745,44,Female,Germany,Standard,4.5,Positive,55,No,33,2023-05-29
779,Film_779,Thriller,2003,101,12.64,28.36,7.6,2.9,2158,53,Female,Australia,Standard,3.5,Neutral,55,No,198,2024-05-15
73,Film_73,Documentary,2018,114,175.2,303.34,8.4,8.2,2443,34,Male,France,Standard,5.0,Positive,78,Yes,193,2023-01-17
330,Film_330,Romance,2010,100,161.12,802.85,7.8,7.5,3740,66,Male,India,Premium,5.0,Positive,55,No,51,2023-10-15
778,Film_778,Horror,1993,158,231.48,1137.05,7.3,3.7,4906,34,Male,France,Standard,5.0,Positive,132,No,21,2024-06-09
159,Film_159,Documentary,2019,169,82.25,247.55,7.5,1.6,3323,52,Female,France,Free,4.5,Positive,45,No,241,2024-03-01
108,Film_108,Drama,1997,111,7.32,28.38,9.4,1.6,3621,52,Female,India,Free,3.5,Neutral,39,No,162,2025-07-09
359,Film_359,Action,2009,147,72.93,340.46,7.4,6.3,4535,22,Female,USA,Free,4.0,Positive,66,No,65,2025-09-23
939,Film_939,Thriller,2013,104,103.39,454.59,7.7,1.6,4905,56,Female,India,Standard,4.0,Positive,86,No,222,2025-07-25
753,Film_753,Horror,1988,178,68.76,204.66,6.4,5.7,2653,20,Female,France,Free,4.0,Positive,42,No,124,2025-06-11
89,Film_89,Action,2007,108,216.22,909.05,9.0,9.6,2476,21,Female,UK,Standard,5.0,Positive,108,Yes,42,2023-11-24
251,Film_251,Drama,2007,148,221.31,635.37,9.9,1.6,4072,65,Female,India,Premium,5.0,Positive,69,No,95,2025-08-30
749,Film_749,Comedy,2020,92,171.63,570.34,8.5,7.3,1412,23,Female,Japan,Standard,5.0,Positive,87,No,247,2023-01-31
535,Film_535,Action,2015,81,6.56,22.71,8.5,5.6,4621,27,Female,France,Standard,4.0,Positive,60,No,102,2024-11-30
448,Film_448,Documentary,2013,142,189.66,780.65,4.5,2.6,4870,65,Male,India,Free,4.5,Positive,93,No,21,2024-06-07
918,Film_918,Comedy,2008,155,190.77,134.32,7.7,2.2,985,18,Male,Japan,Free,3.5,Neutral,55,No,230,2024-03-05
738,Film_738,Sci-Fi,2008,108,194.34,310.51,3.7,8.6,3456,21,Male,France,Premium,4.5,Positive,35,No,151,2025-08-10
453,Film_453,Romance,2003,91,138.09,177.21,6.1,5.2,4765,55,Male,France,Free,3.5,Neutral,36,No,135,2023-12-15
960,Film_960,Documentary,2009,157,65.65,204.92,6.4,6.5,792,41,Female,Canada,Free,4.0,Positive,146,No,121,2024-01-21
344,Film_344,Action,1997,174,190.48,923.1,7.5,6.9,683,28,Non-binary,USA,Free,5.0,Positive,70,No,149,2024-08-10
889,Film_889,Sci-Fi,2012,153,22.74,73.68,8.0,9.5,3217,49,Male,India,Standard,4.5,Positive,67,No,107,2023-03-31
686,Film_686,Drama,1990,140,234.37,191.06,7.4,1.3,2269,67,Female,UK,Free,4.0,Positive,79,No,96,2023-11-14
84,Film_84,Comedy,2005,82,112.46,,1.4,,4306,24,Female,Japan,Standard,4.5,Positive,80,No,126,2023-05-27
567,Film_567,Documentary,2023,161,86.42,259.96,1.2,6.9,849,53,Female,France,Standard,4.0,Positive,122,No,186,2025-08-16
207,Film_207,Sci-Fi,2003,99,193.09,549.97,6.7,7.6,452,24,Male,India,Premium,5.0,Positive,95,No,83,2024-02-22
932,Film_932,Drama,1982,97,37.23,150.16,6.7,7.6,1897,56,Male,Canada,Free,4.0,Positive,91,No,64,2024-01-16
623,Film_623,Documentary,2004,107,84.67,339.26,3.3,6.9,113,56,Male,UK,Free,4.0,Positive,43,No,84,2025-08-27
605,Film_605,Action,1999,107,167.63,453.76,1.3,,2991,47,Male,France,Free,4.5,Positive,35,No,112,2023-09-08
957,Film_957,Thriller,2008,80,233.8,456.58,2.1,5.1,2039,67,Non-binary,USA,Standard,4.5,Positive,79,Yes,220,2023-09-08
811,Film_811,Documentary,2022,129,35.81,45.63,4.1,5.8,225,51,Male,France,Premium,4.0,Positive,37,Yes,161,2023-12-18
358,Film_358,Thriller,2022,153,208.56,923.72,1.2,3.2,4712,64,Male,UK,Standard,5.0,Positive,97,No,37,2023-01-01
147,Film_147,Drama,1985,142,218.33,895.92,9.8,4.7,3224,65,Female,UK,Standard,5.0,Positive,131,No,242,2024-10-05
614,Film_614,Sci-Fi,1990,80,6.41,16.18,2.1,5.9,4214,23,Female,France,Standard,2.5,Negative,58,No,221,2024-02-21
305,Film_305,Documentary,2025,157,98.05,427.45,6.6,,835,66,Male,India,Free,5.0,Positive,55,Yes,157,2023-01-12
133,Film_133,Romance,1985,125,9.47,21.81,7.5,9.6,4499,54,Male,Germany,Standard,4.0,Positive,44,No,72,2025-02-27
141,Film_141,Romance,2025,106,147.33,139.5,9.4,5.8,4665,36,Male,France,Standard,5.0,Positive,104,No,11,2023-12-17
108,Film_108,Documentary,1986,133,160.12,781.61,6.0,1.4,3754,66,Female,UK,Premium,5.0,Positive,38,No,30,2024-06-04
783,Film_783,Animation,1995,128,72.33,323.01,3.1,8.0,109,41,Male,France,Premium,4.0,Positive,65,Yes,206,2025-09-19
439,Film_439,Drama,1996,101,153.74,462.3,1.2,6.8,4776,64,Male,Germany,Premium,3.5,Neutral,54,No,6,2023-11-16
803,Film_803,Horror,2020,154,30.51,116.59,9.9,2.2,4458,38,Female,UK,Standard,4.0,Positive,133,No,233,2023-12-19
676,Film_676,Action,1981,139,137.3,624.72,8.2,3.1,172,25,Male,India,Standard,5.0,Positive,32,No,90,2025-04-17
130,Film_130,Documentary,1987,101,47.95,183.71,6.1,9.6,2874,61,Female,USA,Premium,3.5,Neutral,84,Yes,148,2023-01-12
657,Film_657,Action,2019,84,64.7,236.69,7.6,7.9,2031,25,Female,Japan,Standard,4.0,Positive,61,No,165,2025-02-22
460,Film_460,Drama,1981,164,129.88,558.25,4.1,3.2,1623,51,Male,Germany,Standard,4.5,Positive,35,No,167,2024-02-10
939,Film_939,Action,2021,117,220.1,982.66,8.4,4.4,2290,39,Female,Germany,Free,5.0,Positive,102,No,147,2024-02-09
675,Film_675,Thriller,1981,104,153.56,184.4,5.3,3.8,4325,52,Male,Germany,Standard,4.0,Positive,42,No,121,2024-04-26
392,Film_392,Documentary,2011,175,219.65,394.61,6.3,9.4,3064,51,Female,Australia,Premium,4.5,Positive,60,Yes,247,2024-05-31
467,Film_467,Action,1994,152,23.28,99.79,4.9,2.5,2053,27,Male,India,Premium,3.5,Neutral,126,No,8,2025-02-10
615,Film_615,Documentary,2018,129,115.2,162.64,2.2,9.0,2248,56,Male,France,Standard,3.0,Neutral,115,No,137,2024-05-24
183,Film_183,Horror,2018,84,64.09,318.52,2.9,1.1,4581,44,Male,India,Free,4.0,,50,No,56,2025-02-06
183,Film_183,Drama,2019,178,117.56,480.72,4.4,4.6,4824,43,Male,UK,Standard,5.0,Positive,89,No,52,2023-01-29
97,Film_97,Drama,2001,151,115.4,522.94,3.0,,341,57,Male,Canada,Standard,4.5,Positive,116,Yes,47,2024-01-20
621,Film_621,Romance,2019,137,242.83,1158.06,5.2,9.9,3606,41,Male,USA,Premium,5.0,Positive,34,No,98,2023-12-18
520,Film_520,Romance,2019,104,7.55,21.4,9.8,7.0,1673,64,Male,Germany,Premium,4.0,Positive,91,No,118,2025-02-16
149,Film_149,Sci-Fi,2010,95,36.38,78.34,8.3,6.9,3847,29,Male,UK,Standard,3.0,Neutral,51,No,248,2024-02-18
980,Film_980,Comedy,2011,173,230.14,385.05,8.8,8.6,3343,49,Female,USA,Standard,5.0,Positive,133,No,242,2024-10-08
663,Film_663,Horror,2008,92,182.87,774.56,2.5,2.2,1859,28,Male,India,Premium,4.0,Positive,42,No,26,2024-11-13
421,Film_421,Horror,2008,109,191.47,242.4,8.9,6.7,1824,50,Female,Australia,Free,4.5,Positive,34,Yes,7,2024-03-24
900,Film_900,Romance,2018,170,197.03,592.66,2.7,,1955,59,Female,USA,Standard,4.0,Positive,99,No,60,2023-07-30
101,Film_101,Comedy,2014,105,175.43,92.63,4.5,4.7,797,21,Male,Germany,Standard,4.5,,49,No,21,2023-04-29
583,Film_583,Horror,1983,103,71.11,305.48,7.1,8.2,2663,46,Female,Japan,Free,4.5,Positive,59,Yes,62,2025-09-24
117,Film_117,Drama,2012,97,201.33,800.65,4.3,1.6,3074,53,Female,Japan,Standard,5.0,Positive,33,Yes,152,2025-01-21
47,Film_47,Horror,1988,169,93.75,195.36,6.3,2.7,2110,32,Male,India,Standard,4.0,Positive,138,No,55,2025-01-26
915,Film_915,Documentary,1999,128,177.97,604.97,4.9,9.4,1549,52,Male,Canada,Standard,5.0,Positive,70,Yes,186,2024-11-16
828,Film_828,Animation,2023,109,72.53,302.84,1.3,3.5,4383,48,Female,USA,Premium,4.0,Positive,106,No,74,2024-07-09
841,Film_841,Drama,2012,170,10.35,46.43,4.1,9.1,1819,60,Male,UK,Standard,4.0,Positive,149,No,132,2023-05-22
313,Film_313,Romance,2003,128,154.09,325.72,5.2,9.7,4360,38,Male,Canada,Standard,4.0,Positive,62,No,85,2024-10-25
573,Film_573,Romance,1996,177,123.75,161.95,1.7,5.1,672,51,Male,Canada,Free,4.5,Positive,154,No,171,2023-03-27
588,Film_588,Thriller,2011,86,190.81,748.05,8.8,5.9,443,64,Female,Germany,Standard,5.0,,70,No,172,2023-02-27
796,Film_796,Action,2021,178,206.42,467.14,1.9,6.9,4642,19,Male,India,Standard,3.5,Neutral,70,No,168,2024-04-29
597,Film_597,Sci-Fi,1985,91,93.96,436.46,2.5,6.5,4754,32,Female,Japan,Standard,3.5,Neutral,84,No,12,2024-09-04
928,Film_928,Drama,2011,88,241.95,580.51,8.2,5.5,787,60,Male,India,Standard,5.0,Positive,60,No,63,2023-09-04
640,Film_640,Action,1984,178,205.67,608.32,2.7,8.7,1660,20,Female,USA,Premium,5.0,Positive,137,No,112,2024-04-01
725,Film_725,Action,2005,141,226.81,880.58,7.5,4.8,1254,29,Male,UK,Free,5.0,Positive,51,No,21,2025-04-16
620,Film_620,Drama,1981,178,47.85,221.12,7.2,1.6,1774,47,Non-binary,Canada,Free,3.5,Neutral,96,No,8,2024-03-17
921,Film_921,Thriller,1991,96,167.92,292.01,7.9,8.1,4728,52,Female,France,Standard,4.5,Positive,75,No,42,2023-05-22
612,Film_612,Action,1999,104,241.73,272.21,4.8,1.2,4696,25,Male,Canada,Premium,4.5,Positive,74,No,75,2024-12-18
63,Film_63,Romance,2015,119,143.96,269.58,3.4,1.4,2910,36,Female,India,Free,3.5,Neutral,97,No,224,2025-02-14
514,Film_514,Comedy,1990,143,166.41,281.83,8.1,6.2,4108,33,Male,USA,Free,3.5,Neutral,102,No,193,2025-06-23
324,Film_324,Horror,2019,155,38.69,86.94,9.2,5.2,1158,34,Male,Japan,Standard,3.5,Neutral,67,No,24,2024-05-19
669,Film_669,Action,2024,146,152.16,606.69,6.9,9.6,4374,21,Female,Germany,Free,5.0,Positive,54,Yes,214,2025-07-01
573,Film_573,Sci-Fi,2008,178,73.77,114.57,2.8,6.5,4975,23,Male,Japan,Free,3.5,Neutral,165,Yes,47,2024-02-08
892,Film_892,Drama,2020,88,205.46,605.21,8.4,3.6,4797,56,Female,USA,Free,5.0,Positive,40,Yes,242,2024-10-20
907,Film_907,Documentary,1987,140,80.8,350.65,7.4,6.5,1456,63,Male,Japan,Standard,4.0,Positive,95,No,72,2025-09-16
673,Film_673,Documentary,2012,155,235.72,831.59,1.7,4.2,2786,53,Male,Canada,Standard,5.0,Positive,39,No,146,2023-07-29
563,Film_563,Sci-Fi,1981,172,39.82,23.52,1.6,5.8,3289,26,Female,Germany,Free,3.0,Neutral,74,No,211,2025-09-12
357,Film_357,Documentary,2007,100,169.88,310.46,7.2,4.9,1336,66,Male,USA,Standard,4.0,Positive,61,No,199,2023-07-14
156,Film_156,Documentary,2015,112,45.58,164.47,5.7,5.6,3343,32,Female,Australia,Standard,4.0,Positive,47,No,224,2024-02-23
427,Film_427,Thriller,1984,87,247.07,634.25,4.3,3.0,3154,48,Female,Canada,Standard,5.0,Positive,85,No,92,2024-03-18
579,Film_579,Action,2021,130,117.34,220.93,1.2,7.8,4752,21,Male,India,Free,4.0,Positive,97,No,22,2023-07-20
369,Film_369,Thriller,1983,148,137.72,549.95,2.4,6.0,896,30,Female,India,Standard,5.0,Positive,61,No,113,2024-07-16
762,Film_762,Documentary,1980,171,41.88,188.02,6.2,10.0,440,63,Female,France,Premium,4.0,Positive,111,No,108,2023-08-02
761,Film_761,Romance,1996,115,150.29,487.36,9.2,2.2,3835,36,Male,France,Free,3.5,Neutral,40,Yes,235,2024-04-20
517,Film_517,Action,1998,105,216.57,684.8,9.8,5.4,1076,37,Male,UK,Premium,4.5,Positive,52,Yes,147,2025-07-11
715,Film_715,Documentary,2007,130,202.61,540.62,6.4,6.3,4899,68,Female,Canada,Premium,4.5,Positive,96,Yes,191,2025-04-16
13,Film_13,Documentary,2008,165,37.94,85.81,7.5,7.2,1042,63,Male,Australia,Free,3.5,Neutral,59,No,61,2025-01-03
303,Film_303,Horror,2009,86,160.06,142.08,1.4,4.1,3334,36,Male,UK,Premium,4.0,,64,No,198,2024-12-03
104,Film_104,Sci-Fi,2017,154,203.02,967.84,4.1,2.0,3706,26,Female,India,Standard,5.0,Positive,148,Yes,166,2025-01-15
380,Film_380,Drama,2018,146,104.25,485.88,8.2,9.4,4645,43,Male,Australia,Free,4.0,Positive,134,No,162,2024-03-12
781,Film_781,Action,2002,111,158.07,134.56,5.0,6.3,1656,36,Male,USA,Standard,4.0,Positive,82,No,156,2025-04-26
22,Film_22,Horror,2010,157,181.82,318.74,8.9,8.4,2407,30,Female,Japan,Free,4.5,Positive,122,Yes,158,2025-02-24
96,Film_96,Drama,1984,123,29.96,77.19,7.7,3.8,3897,55,Female,Japan,Premium,3.5,Neutral,111,No,147,2025-03-29
141,Film_141,Drama,2002,169,211.84,758.12,6.1,9.4,1206,66,Male,Japan,Premium,5.0,Positive,130,No,165,2024-06-19
876,Film_876,Romance,1999,162,30.68,99.09,6.7,10.0,622,34,Female,USA,Free,4.0,Positive,134,No,128,2024-03-30
13,Film_13,Drama,2017,154,200.08,788.44,7.6,6.8,2357,54,Female,Australia,Standard,5.0,Positive,65,No,22,2023-01-03
28,Film_28,Sci-Fi,2000,178,196.59,590.87,7.0,8.4,1039,38,Female,India,Free,4.5,Positive,131,Yes,28,2025-02-08
982,Film_982,Sci-Fi,2003,108,132.16,484.3,5.2,9.7,4593,27,Male,Canada,Standard,4.5,Positive,87,No,208,2025-03-05
502,Film_502,Drama,1986,175,186.06,294.74,4.0,4.1,3864,59,Female,India,Standard,5.0,Positive,146,No,232,2025-08-30
647,Film_647,Comedy,1987,124,21.1,41.7,4.6,3.7,4502,26,Female,Japan,Standard,2.5,Negative,116,No,176,2023-08-06
516,Film_516,Horror,2007,101,52.98,76.47,4.3,3.0,492,22,Female,Germany,Standard,4.0,Positive,40,No,209,2024-11-23
456,Film_456,Comedy,2017,167,19.85,83.81,7.5,5.8,3531,21,Male,Germany,Standard,4.0,Positive,134,No,207,2023-09-05
566,Film_566,Documentary,2000,125,202.71,519.6,1.7,3.5,1796,67,Male,UK,Free,5.0,Positive,123,Yes,10,2023-04-03
520,Film_520,Thriller,1990,174,53.25,264.85,3.2,9.6,3599,62,Male,USA,Free,4.5,Positive,118,No,22,2023-01-19
983,Film_983,Drama,1996,122,190.54,252.91,5.7,9.8,969,35,Non-binary,Germany,Premium,4.0,Positive,94,No,175,2023-02-08
593,Film_593,Documentary,2016,153,140.24,588.29,8.1,4.4,4382,37,Female,India,Premium,4.0,Positive,51,No,105,2023-06-04
889,Film_889,Action,2006,113,191.45,433.07,9.9,1.4,4544,20,Female,France,Free,4.0,Positive,107,No,21,2023-10-01
685,Film_685,Action,1980,137,11.74,56.22,8.9,9.8,215,46,Female,Canada,Standard,4.5,Positive,51,No,102,2025-01-18
937,Film_937,Sci-Fi,1991,105,110.38,512.52,8.6,2.3,2880,21,Female,Canada,Standard,5.0,Positive,52,No,110,2023-03-25
399,Film_399,Documentary,2025,107,77.33,350.2,6.7,4.3,2775,62,Female,USA,Free,4.0,Positive,92,No,193,2023-06-13
994,Film_994,Action,2002,132,14.2,28.72,3.5,4.8,3707,41,Female,Canada,Standard,2.0,Negative,39,No,172,2024-01-26
615,Film_615,Sci-Fi,2007,155,186.76,,3.0,7.0,3256,37,Male,Canada,Free,5.0,Positive,54,No,116,2024-02-15
947,Film_947,Drama,2001,164,98.27,243.09,5.9,2.3,305,65,Female,India,Standard,3.0,Neutral,39,No,218,2024-05-19
785,Film_785,Documentary,1980,142,233.57,1001.96,5.6,4.3,4007,65,Male,USA,Free,5.0,Positive,30,No,243,2024-02-11
378,Film_378,Thriller,1985,163,176.79,679.98,9.8,8.7,266,34,Male,USA,Free,5.0,Positive,44,No,104,2024-06-27
864,Film_864,Action,1993,137,28.89,106.53,6.5,8.6,1251,21,Male,Canada,Standard,4.0,Positive,69,No,87,2023-07-12
453,Film_453,Sci-Fi,1991,159,43.53,95.92,2.2,8.8,3507,23,Male,Japan,Premium,3.5,Neutral,101,No,11,2023-07-25
952,Film_952,Action,1995,151,75.47,158.17,1.5,5.9,474,20,Female,Australia,Premium,3.0,Neutral,86,No,160,2025-04-25
69,Film_69,Thriller,1984,145,245.6,997.43,2.8,4.4,987,50,Male,Japan,Standard,5.0,Positive,83,No,225,2025-01-29
404,Film_404,Thriller,1981,85,141.1,,5.9,9.8,2861,58,Non-binary,UK,Standard,4.5,Positive,36,No,135,2025-02-16
98,Film_98,Action,2018,170,77.84,89.54,1.7,9.6,307,19,Male,UK,Standard,4.5,Positive,82,No,38,2025-07-06
835,Film_835,Thriller,2020,138,217.19,1042.82,3.4,6.4,1842,44,Female,USA,Standard,5.0,Positive,127,No,162,2023-01-25
284,Film_284,Thriller,1989,115,186.16,282.79,7.5,6.6,3028,62,Female,USA,Standard,5.0,Positive,79,No,167,2025-01-25
507,Film_507,Documentary,2006,105,138.98,494.15,10.0,,1464,42,Male,Australia,Premium,5.0,Positive,52,No,115,2024-04-24
436,Film_436,Drama,1982,141,24.88,131.01,6.5,7.1,2884,63,Male,Japan,Premium,4.0,Positive,88,No,67,2024-08-11
504,Film_504,Horror,1987,130,55.52,241.83,7.9,4.8,3857,20,Female,USA,Free,4.0,Positive,66,No,141,2025-04-29
568,Film_568,Thriller,2019,115,197.08,487.98,5.8,,3358,38,Male,UK,Free,4.5,Positive,106,No,8,2023-08-02
256,Film_256,Drama,1982,157,231.39,249.63,1.1,4.7,234,60,Female,Germany,Free,4.0,Positive,143,No,203,2025-08-20
621,Film_621,Sci-Fi,2021,102,23.78,112.81,3.3,7.7,902,21,Male,Germany,Premium,4.0,Positive,34,No,40,2024-09-13
177,Film_177,Drama,2024,114,199.65,901.82,4.1,5.7,4509,56,Male,USA,Free,4.5,Positive,102,No,33,2023-08-27
677,Film_677,Horror,2024,96,135.31,560.21,7.7,8.8,3770,30,Female,Germany,Free,4.0,Positive,61,No,174,2024-05-13
974,Film_974,Sci-Fi,2007,90,100.8,171.74,3.2,1.5,4829,27,Female,Canada,Free,4.5,Positive,62,No,23,2023-07-14
